epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
30,0.9696969985961914,0.9964439868927002,0.0005000000237487257,0.10452413558959961,0.9705322980880737,0.966856062412262,0.9545454382896423,0.9924720525741577,0.14364323019981384,0.9545454382896423,0.9545454382896423
31,0.9744318127632141,0.9989926815032959,0.0005000000237487257,0.07297644019126892,0.9771210551261902,0.970643937587738,0.9545454382896423,0.9982973337173462,0.10863994807004929,0.9545454382896423,0.9545454382896423
32,0.9772727489471436,0.9984833002090454,0.0005000000237487257,0.0746130645275116,0.9781368970870972,0.9744318127632141,0.9621211886405945,0.9981539249420166,0.12158428877592087,0.9621211886405945,0.9621211886405945
33,0.9649621248245239,0.9957360029220581,0.0005000000237487257,0.11580722779035568,0.9658443927764893,0.9640151262283325,0.9242424368858337,0.9926538467407227,0.19943566620349884,0.9242424368858337,0.9242424368858337
34,0.9659090638160706,0.9974849820137024,0.0005000000237487257,0.10549218952655792,0.9694947600364685,0.9630681872367859,0.9772727489471436,0.9956573247909546,0.08382020890712738,0.9772727489471436,0.9772727489471436
35,0.9678030014038086,0.9980188012123108,0.0005000000237487257,0.08793646097183228,0.9686609506607056,0.9659090638160706,0.9772727489471436,0.9997608661651611,0.040300190448760986,0.9772727489471436,0.9772727489471436
36,0.9782196879386902,0.9993037581443787,0.0002500000118743628,0.0609239898622036,0.9781783819198608,0.9763257503509521,0.9772727489471436,0.9990817308425903,0.07603960484266281,0.9772727489471436,0.9772727489471436
37,0.9715909361839294,0.9991508722305298,0.0002500000118743628,0.06660672277212143,0.972459614276886,0.9696969985961914,0.9545454382896423,0.9933329820632935,0.13583636283874512,0.9618320465087891,0.9545454382896423
38,0.9839015007019043,0.9988729953765869,0.0002500000118743628,0.05499669909477234,0.9867046475410461,0.9839015007019043,0.9924242496490479,0.9999809265136719,0.010958654806017876,0.9924242496490479,0.9924242496490479
39,0.9905303120613098,0.999898374080658,0.0002500000118743628,0.02777395024895668,0.992409884929657,0.9905303120613098,0.9848484992980957,0.9992538690567017,0.06407184153795242,0.9847328066825867,0.9772727489471436
40,0.9829545617103577,0.9994896650314331,0.0002500000118743628,0.048892486840486526,0.9857549667358398,0.9829545617103577,0.9848484992980957,0.995810329914093,0.05494549497961998,0.9848484992980957,0.9848484992980957
41,0.9725378751754761,0.9983917474746704,0.0002500000118743628,0.07272231578826904,0.9734092950820923,0.970643937587738,0.9545454382896423,0.9989382028579712,0.09405025094747543,0.9541984796524048,0.9469696879386902
42,0.9791666865348816,0.9994649291038513,0.0002500000118743628,0.05400026589632034,0.9800947904586792,0.9791666865348816,1.0,1.0,0.011150943115353584,1.0,1.0
43,0.9839015007019043,0.9989045262336731,0.0002500000118743628,0.05079270526766777,0.9839015007019043,0.9839015007019043,0.9848484992980957,0.9997991919517517,0.03894982114434242,0.9848484992980957,0.9848484992980957
44,0.9839015007019043,0.9995617866516113,0.0002500000118743628,0.045640729367733,0.9848197102546692,0.9829545617103577,0.9469696879386902,0.9918407797813416,0.18074139952659607,0.9465649127960205,0.939393937587738
45,0.9839015007019043,0.9992262721061707,0.0002500000118743628,0.058392591774463654,0.9857684969902039,0.9839015007019043,0.9545454382896423,0.9841406941413879,0.19788861274719238,0.9541984796524048,0.9469696879386902
46,0.9867424368858337,0.9996634721755981,0.0001250000059371814,0.04086459428071976,0.9876660108566284,0.9857954382896423,0.9772727489471436,0.9992061257362366,0.08017940074205399,0.9772727489471436,0.9772727489471436
47,0.9924242496490479,0.9998708963394165,0.0001250000059371814,0.02857775054872036,0.9933649301528931,0.9924242496490479,0.9696969985961914,0.9988234639167786,0.09929946064949036,0.9696969985961914,0.9696969985961914
48,0.9876893758773804,0.9990726113319397,0.0001250000059371814,0.04029793664813042,0.9876893758773804,0.9876893758773804,0.9696969985961914,0.9991487264633179,0.08288468420505524,0.9770992398262024,0.9696969985961914
49,0.9801136255264282,0.9987611174583435,0.0001250000059371814,0.05874909460544586,0.9809705018997192,0.9763257503509521,0.9772727489471436,0.998794674873352,0.09130696952342987,0.9772727489471436,0.9772727489471436
50,0.9801136255264282,0.9992769360542297,0.0001250000059371814,0.062237393110990524,0.98197340965271,0.9801136255264282,0.9924242496490479,0.9999809265136719,0.013511186465620995,0.9924242496490479,0.9924242496490479
51,0.9886363744735718,0.9998873472213745,0.0001250000059371814,0.02703738957643509,0.9886363744735718,0.9886363744735718,0.9924242496490479,0.9999042749404907,0.023173846304416656,0.9924242496490479,0.9924242496490479
52,0.9857954382896423,0.999099850654602,0.0001250000059371814,0.03900251165032387,0.9867298603057861,0.9857954382896423,0.9848484992980957,0.999923586845398,0.026243725791573524,0.9848484992980957,0.9848484992980957
53,0.9848484992980957,0.9996811151504517,6.25000029685907e-05,0.039847441017627716,0.9857684969902039,0.9839015007019043,0.9924242496490479,0.9999426007270813,0.018384486436843872,0.9924242496490479,0.9924242496490479
